code_info,code_fn,sector,name,bond_date,bond_TF,bond_rating,bond_pos,bond_neu,bond_neg,cp_date,cp_TF,cp_rating,corp_date,corp_TF,corp_rating,corp_pos,corp_neu,corp_neg
00000,,M71600,지앤비인프라테크,,,,0,0,0,,,,2026-06-30 00:00:00,T,B-,0,1,0
15225,,K64992,지에스에너지,2026-06-18 00:00:00,T,AA,0,2,0,2024-12-17 00:00:00,T,A1,2026-06-22 00:00:00,T,AA,0,2,0
06959,,D35300,지에스이앤알,2026-06-30 00:00:00,T,A+,0,3,0,,,,,,,0,0,0
06314,,D35113,지에스이피에스,2026-04-30 00:00:00,T,AA,0,3,0,2026-04-30 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
07132,,D35300,지역난방공사,2026-06-30 00:00:00,T,AAA,0,3,0,2026-06-30 00:00:00,T,A1,2026-06-22 00:00:00,T,AAA,0,1,0
00278,,F41221,진흥기업,,,,0,0,0,,,,2026-07-08 00:00:00,T,BBB-,0,1,0
08710,,H49301,천일정기화물자동차,2026-04-22 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
09834,,L68129,충북개발공사,2026-06-10 00:00:00,T,AA+,0,3,0,,,,,,,0,0,0
10189,,F41000,충청남도개발공사,2026-05-13 00:00:00,T,AA+,0,2,0,,,,,,,0,0,0
00000,,K64121,카카오뱅크,,,,0,0,0,,,,2026-06-26 00:00:00,T,AA+,0,3,0
06555,,C30000,칼링크,2026-06-02 00:00:00,T,BB,0,1,0,,,,2025-01-16 00:00:00,,,0,0,0
05011,,C26290,캠시스,2026-05-14 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
07834,,J58210,컴투스,2026-07-01 00:00:00,T,A-,0,2,0,,,,,,,0,0,0
39090,,K64132,케이비저축은행,,,,0,0,0,,,,2026-06-25 00:00:00,T,A-,0,1,0
14017,,K64913,케이비카드,2026-07-01 00:00:00,T,AA+,0,3,0,2026-06-02 00:00:00,T,A1,2026-04-23 00:00:00,T,AA+,0,3,0
00238,,C20411,케이씨씨,2026-04-30 00:00:00,T,AA-,0,3,0,2026-04-28 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
34482,,C23110,케이씨씨글라스,2026-07-01 00:00:00,T,AA-,0,1,2,2026-07-06 00:00:00,T,A1,,,,0,0,0
35075,,K64913,케이카캐피탈,2026-06-15 00:00:00,T,BBB+,0,3,0,2026-06-26 00:00:00,T,A3+,2026-06-26 00:00:00,T,BBB+,0,3,0
03020,,J61200,케이티,2026-06-23 00:00:00,T,AAA,0,3,0,2026-06-29 00:00:00,T,A1,2026-06-08 00:00:00,T,AAA,0,1,0
05321,,J60229,케이티스카이라이프,2026-06-05 00:00:00,T,AA-,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
03378,,C12000,케이티앤지,2026-05-04 00:00:00,T,AAA,0,3,0,2026-05-04 00:00:00,T,A1,,,,0,0,0
00000,,J60222,케이티에이치씨엔,,,,0,0,0,,,,2026-06-08 00:00:00,T,A+,0,1,0
10479,,K66120,케이프투자증권,,,,0,0,0,2026-05-04 00:00:00,T,A2-,2026-05-04 00:00:00,T,A-,0,1,0
00000,,L68112,코람코더원리츠,,,,0,0,0,,,,2025-09-30 00:00:00,T,A-,1,0,0
35712,,L68110,코람코라이프인프라리츠,,,,0,0,0,,,,2026-06-01 00:00:00,T,A-,0,2,0
23973,,K64201,코람코자산신탁,2026-06-15 00:00:00,T,A,0,1,0,2026-06-26 00:00:00,T,A2,2026-06-26 00:00:00,T,A,0,2,0
0052Y,,L68112,코람코주택도시기금,2026-06-15 00:00:00,T,AA-,0,1,0,,,,2026-04-15 00:00:00,,,0,0,0
12327,,G46100,코리아세븐,2026-06-29 00:00:00,T,A,0,0,3,2026-06-29 00:00:00,T,A2,,,,0,0,0
42060,,G46100,코리아에너지터미널,2026-06-29 00:00:00,T,AA-,0,3,0,,,,,,,0,0,0
19282,,C20423,코스맥스,2026-06-01 00:00:00,T,A-,0,1,0,,,,,,,0,0,0
00202,,K64992,코오롱,2025-06-02 00:00:00,T,BBB+,0,2,0,,,,,,,0,0,0
12011,,C20500,코오롱인더,2026-06-19 00:00:00,T,A,0,2,0,2026-06-19 00:00:00,T,A2,,,,0,0,0
02124,,S96900,코웨이,2026-06-05 00:00:00,T,AA-,0,2,0,2026-06-05 00:00:00,T,A1,,,,0,0,0
00000,,L68112,코크렙티피위탁관리,,,,0,0,0,,,,2026-05-29 00:00:00,T,A+,0,1,0
00000,,K64122,크레디아그리콜코퍼레이트,,,,0,0,0,,,,2026-06-12 00:00:00,T,AAA,0,1,0
42059,,K64999,키움에프앤아이,2026-05-15 00:00:00,T,A,0,2,0,2026-05-15 00:00:00,T,A2,2026-06-15 00:00:00,T,A,0,2,0
02976,,K64132,키움예스저축은행,,,,0,0,0,,,,2026-06-05 00:00:00,T,BBB,0,1,0
00000,,K64132,키움저축은행,,,,0,0,0,,,,2026-06-26 00:00:00,T,A-,0,0,1
03949,,K66121,키움증권,2026-07-15 00:00:00,T,AA,0,3,0,2026-06-30 00:00:00,T,A1,2026-07-01 00:00:00,T,AA,0,3,0
31010,,K64919,키움캐피탈,2026-07-13 00:00:00,T,A,0,3,0,2026-04-24 00:00:00,T,A2,2025-01-16 00:00:00,,,0,0,0
08516,,J62021,태광관광개발,2026-05-15 00:00:00,T,A,0,1,0,,,,2026-05-22 00:00:00,,,0,0,0
28614,,F41000,태왕이앤씨,2026-05-26 00:00:00,T,B,0,1,0,,,,,,,0,0,0
43948,,D35113,통영에코파워,2026-06-23 00:00:00,T,A+,3,0,0,2025-09-18 00:00:00,T,A2+,2026-06-18 00:00:00,T,A+,0,1,0
00000,,C14199,티피나디아,2026-06-18 00:00:00,T,BB,0,2,0,,,,,,,0,0,0
03423,,R91249,파라다이스,2026-04-21 00:00:00,T,A+,0,2,0,,,,2025-03-06 00:00:00,,,0,0,0
21559,,D35113,파주에너지서비스 주식회사,2026-06-19 00:00:00,T,AA-,0,2,0,,,,,,,0,0,0
01191,,H52990,판토스,2026-06-02 00:00:00,T,AA-,0,2,0,,,,,,,0,0,0
12913,,C20320,팜한농,2026-06-18 00:00:00,T,A,0,2,0,,,,2025-01-16 00:00:00,,,0,0,0
35554,,C14000,패션그룹형지,2026-04-21 00:00:00,T,B+,0,0,1,,,,,,,0,0,0
02867,,H50112,팬오션,2026-04-30 00:00:00,T,A,0,2,0,,,,2025-08-26 00:00:00,,,0,0,0
10379,,C14300,팬코,2026-07-01 00:00:00,T,BB,0,0,2,,,,,,,0,0,0
12224,,L68129,평택도시공사,2026-06-10 00:00:00,T,AA,0,3,0,,,,,,,0,0,0
12955,,D35100,평택에너지앤파워,2026-06-25 00:00:00,T,A,0,3,0,,,,,,,0,0,0
42109,,C24110,포스코,2026-06-25 00:00:00,T,AA+,0,3,0,,,,,,,0,0,0
02510,,F41229,포스코이앤씨,2026-06-30 00:00:00,T,A+,0,0,3,2026-07-02 00:00:00,T,A2+,,,,0,0,0
04705,,G46100,포스코인터내셔널,2026-04-10 00:00:00,T,AA-,3,0,0,,,,2025-01-16 00:00:00,,,0,0,0
00367,,C28200,포스코퓨처엠,2026-06-23 00:00:00,T,AA-,0,3,0,,,,,,,0,0,0
14559,,D35113,포천파워,,,,0,0,0,,,,2026-06-02 00:00:00,T,A+,0,2,0
20354,,K64911,폭스바겐파이낸셜,2026-06-30 00:00:00,T,A+,0,3,0,,,,,,,0,0,0
12172,,H50112,폴라리스쉬핑,2026-06-30 00:00:00,T,BBB,0,1,0,2026-06-30 00:00:00,F,A3-,,,,0,0,0
00733,,K64132,푸른상호저축은행,,,,0,0,0,,,,2026-06-29 00:00:00,T,BBB+,0,1,0
10316,,G46000,풀무원식품,2026-06-24 00:00:00,T,BBB+,0,2,0,,,,,,,0,0,0
10314,,C24200,풍산,2026-04-21 00:00:00,F,A+,1,2,0,2026-04-21 00:00:00,F,A2+,,,,0,0,0
20055,,G47000,피에스앤마케팅,,,,0,0,0,,,,2026-06-02 00:00:00,T,A+,0,1,0
08679,,K64992,하나금융지주,2026-06-25 00:00:00,T,AAA,0,3,0,,,,,,,0,0,0
06731,,C26110,하나마이크론,2026-05-07 00:00:00,T,BBB,0,1,0,2025-01-03 00:00:00,T,CANC,,,,0,0,0
02508,,K64209,하나에프앤아이,2026-06-26 00:00:00,T,A+,0,3,0,2026-06-26 00:00:00,T,A2+,,,,0,0,0
00494,,K64121,하나은행,2026-06-30 00:00:00,T,AAA,0,3,0,,,,2026-04-30 00:00:00,T,AAA,0,3,0
26723,,K64201,하나자산신탁,,,,0,0,0,,,,2026-06-29 00:00:00,T,A,0,1,0
00000,,K64000,하나저축은행,,,,0,0,0,,,,2026-05-04 00:00:00,T,A-,0,1,0
03075,,K66121,하나증권,2026-07-13 00:00:00,T,AA,0,3,0,2026-06-30 00:00:00,T,A1,,,,0,0,0
20549,,K64913,하나카드,2026-06-30 00:00:00,T,AA,0,3,0,2026-06-01 00:00:00,T,A1,,,,0,0,0
01980,,K64913,하나캐피탈,2026-07-15 00:00:00,T,AA-,0,3,0,2026-06-18 00:00:00,T,A1,2026-05-15 00:00:00,T,AA-,0,1,0
14912,,K64999,하남도시공사,2026-06-22 00:00:00,T,AA,0,3,0,,,,,,,0,0,0
00338,,K64992,하림지주,2026-07-01 00:00:00,T,A-,0,2,0,,,,2025-01-16 00:00:00,,,0,0,0
35282,,J59200,하이브,,,,0,0,0,,,,2026-05-11 00:00:00,T,A+,0,2,0
00008,,C11122,하이트진로,2026-06-18 00:00:00,T,A+,0,3,0,2026-06-22 00:00:00,T,A2+,,,,0,0,0
00014,,K64992,하이트진로홀딩스,2026-06-18 00:00:00,T,A,0,3,0,2026-06-22 00:00:00,T,A2,,,,0,0,0
14851,,C24212,하이호경금속,2026-06-01 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
03646,,D35200,한국가스공사,2026-06-22 00:00:00,T,AAA,0,3,0,2026-06-11 00:00:00,T,A1,2026-06-10 00:00:00,T,AAA,0,1,0
35746,,H52931,한국공항공사,2026-06-25 00:00:00,T,AAA,0,3,0,2025-06-23 00:00:00,T,A1,,,,0,0,0
00000,,O84212,한국관광공사,,,,0,0,0,,,,2026-06-22 00:00:00,T,AAA,0,2,0
07105,,K64992,한국금융지주,2026-06-19 00:00:00,T,AA-,0,3,0,2026-06-29 00:00:00,T,A1,,,,0,0,0
06498,,D35110,한국남동발전,2026-06-23 00:00:00,T,AAA,0,3,0,2026-06-09 00:00:00,T,A1,2026-04-06 00:00:00,T,AAA,0,1,0
06431,,D35110,한국남부발전,2026-07-10 00:00:00,T,AAA,0,3,0,2026-04-07 00:00:00,T,A1,2026-05-29 00:00:00,T,AAA,0,3,0
09692,,H52919,한국도로공사,2026-07-08 00:00:00,T,AAA,0,3,0,2026-04-10 00:00:00,T,A1,2026-04-10 00:00:00,T,AAA,0,1,0
06817,,D35110,한국동서발전,2026-07-06 00:00:00,T,AAA,0,3,0,2026-05-21 00:00:00,T,A1,2026-05-21 00:00:00,T,AAA,0,1,0
02183,,N76390,한국렌탈,2026-05-19 00:00:00,T,BBB,0,2,0,2026-06-12 00:00:00,F,A3-,2026-06-12 00:00:00,T,BBB,0,2,0
00000,,K64209,한국비티엘인프라투용자회사,,,,0,0,0,,,,2026-05-21 00:00:00,T,AA+,0,1,0
10155,,L68000,한국산업단지공단,2026-06-29 00:00:00,T,AAA,0,3,0,,,,,,,0,0,0
06362,,D35110,한국서부발전,2026-06-18 00:00:00,T,AAA,0,3,0,,,,2026-04-15 00:00:00,T,AAA,0,1,0
13379,,B05200,한국석유공사,2026-06-29 00:00:00,T,AAA,0,2,0,2026-06-30 00:00:00,T,A1,,,,0,0,0
06332,,D35110,한국수력원자력,2026-06-12 00:00:00,T,AAA,0,3,0,,,,2026-06-09 00:00:00,T,AAA,0,1,0
26285,,E36010,한국수자원공사,2026-06-23 00:00:00,T,AAA,0,3,0,2026-06-08 00:00:00,T,A1,2026-06-23 00:00:00,T,AAA,0,1,0
AB808,,K64912,한국수출입은행,2026-06-16 00:00:00,T,AAA,0,3,0,,,,2026-06-10 00:00:00,T,AAA,0,2,0
01683,,K64121,한국씨티은행,2026-06-10 00:00:00,T,AA+,0,3,0,,,,2026-05-14 00:00:00,T,AA+,0,1,0
00000,,K66121,한국에스지증권,,,,0,0,0,,,,2026-06-26 00:00:00,T,A+,0,1,0
07936,,K64999,한국자산관리공사,2026-05-12 00:00:00,T,AAA,0,3,0,2026-05-11 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
12389,,K64201,한국자산신탁,2026-06-26 00:00:00,T,A-,0,2,0,,,,2026-04-13 00:00:00,,,0,0,0
36045,,K64913,한국자산캐피탈,2026-01-16 00:00:00,T,BBB+,0,1,0,,,,2026-06-22 00:00:00,T,BBB+,0,1,0
01576,,D35120,한국전력공사,2026-07-01 00:00:00,T,AAA,0,3,0,2026-07-01 00:00:00,T,A1,2026-03-31 00:00:00,T,AAA,0,1,0
02335,,M72121,한국종합기술,,,,0,0,0,,,,2026-05-22 00:00:00,T,BBB+,0,1,0
07915,,K66199,한국주택금융공사,2026-07-01 00:00:00,T,AAA,0,3,0,2026-06-12 00:00:00,T,A1,2026-06-10 00:00:00,T,AAA,0,3,0
06656,,D35110,한국중부발전,2026-07-08 00:00:00,T,AAA,0,3,0,2026-06-24 00:00:00,T,A1,2026-06-24 00:00:00,T,AAA,0,1,0
02882,,K64990,한국증권금융,2026-07-15 00:00:00,T,AAA,0,3,0,2026-06-29 00:00:00,T,A1,2026-04-01 00:00:00,T,AAA,0,3,0
08425,,H49100,한국철도공사,2026-06-23 00:00:00,T,AAA,0,3,0,2026-05-11 00:00:00,T,A1,2026-06-23 00:00:00,T,AAA,0,1,0
02376,,K64911,한국캐피탈,2026-07-15 00:00:00,T,A,0,3,0,2026-07-06 00:00:00,T,A2,,,,0,0,0
16189,,C20423,한국콜마,2026-07-01 00:00:00,T,A,0,2,0,2026-07-02 00:00:00,T,A2,,,,0,0,0
02472,,K64992,한국콜마홀딩스,,,,0,0,0,,,,2026-07-01 00:00:00,T,A-,0,2,0
16139,,C22111,한국타이어앤테크놀로지,2026-07-01 00:00:00,T,AA,0,3,0,2024-12-19 00:00:00,T,A1,,,,0,0,0
03483,,K64201,한국토지신탁,2026-07-01 00:00:00,T,A-,0,3,0,2026-06-30 00:00:00,T,A2-,,,,0,0,0
11760,,L68129,한국토지주택공사,2026-06-30 00:00:00,T,AAA,0,3,0,2026-06-30 00:00:00,T,A1,2026-04-30 00:00:00,T,AAA,0,1,0
00000,,K64201,한국투자부동산신탁,,,,0,0,0,,,,2026-04-17 00:00:00,T,BBB+,0,0,1
01745,,K64132,한국투자저축은행,,,,0,0,0,,,,2026-05-08 00:00:00,T,A,0,0,1
03049,,K66121,한국투자증권,2026-07-07 00:00:00,T,AA,0,3,0,2026-06-26 00:00:00,T,A1,,,,0,0,0
21434,,K64910,한국투자캐피탈,2026-07-06 00:00:00,T,A,0,3,0,2026-06-04 00:00:00,T,A2,,,,0,0,0
28157,,N76390,한국파렛트풀,2026-07-01 00:00:00,T,A-,0,1,0,,,,2026-07-01 00:00:00,T,A-,0,1,0
04781,,C31311,한국항공우주,2026-06-30 00:00:00,T,AA-,2,0,0,2026-07-02 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
32013,,K64919,한국해양진흥공사,2026-06-29 00:00:00,T,AAA,0,3,0,,,,2026-06-29 00:00:00,T,AAA,0,3,0
36596,,K64209,한국해외인프라도시개발지원공사,2026-04-22 00:00:00,T,AAA,0,3,0,,,,,,,0,0,0
00239,,C21210,한독,2026-07-01 00:00:00,T,BBB,0,1,0,,,,,,,0,0,0
25387,,C23311,한라시멘트,,,,0,0,0,,,,2026-07-10 00:00:00,T,A-,0,1,0
00000,,K64992,한미사이언스,,,,0,0,0,,,,2026-07-01 00:00:00,T,AA-,0,1,0
12894,,C21210,한미약품,,,,0,0,0,,,,2026-07-01 00:00:00,T,AA-,0,1,0
00368,,C10211,한성기업,2026-04-17 00:00:00,T,BB+,0,1,0,,,,,,,0,0,0
10563,,C14199,한세실업,,,,0,0,0,,,,2026-05-22 00:00:00,F,BBB+,0,2,0
01645,,C14190,한세예스24홀딩스,,,,0,0,0,,,,2026-05-22 00:00:00,T,BBB,0,1,1
00918,,H52990,한솔로지스틱스,,,,0,0,0,2026-06-18 00:00:00,T,A2-,2026-07-01 00:00:00,T,A-,0,1,0
21350,,C17120,한솔제지,2026-06-17 00:00:00,T,A,0,2,0,2026-06-17 00:00:00,T,A2,,,,0,0,0
01468,,C20129,한솔케미칼,2026-06-30 00:00:00,T,A+,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
00471,,C26299,한솔테크닉스,2026-05-08 00:00:00,T,BBB+,0,2,0,2026-04-14 00:00:00,T,A3+,,,,0,0,0
02575,,C16100,한솔홈데코,2025-06-17 00:00:00,T,BBB,0,0,1,2026-06-26 00:00:00,T,A3,,,,0,0,0
00496,,F41112,한신공영,2026-06-19 00:00:00,T,BBB,1,0,0,,,,,,,0,0,0
00175,,K66121,한양증권,,,,0,0,0,2026-07-02 00:00:00,T,A2,2026-07-01 00:00:00,T,A,0,1,0
01888,,C29172,한온시스템,2026-03-25 00:00:00,T,AA-,0,3,0,,,,,,,0,0,0
30072,,C23311,한일시멘트,2026-04-15 00:00:00,T,A+,0,2,0,2026-06-29 00:00:00,T,A2+,,,,0,0,0
00000,,F42000,한전KDN,,,,0,0,0,2026-05-11 00:00:00,T,A1,2026-05-11 00:00:00,T,AA-,0,1,0
05160,,F42311,한전KPS,,,,0,0,0,,,,2026-06-15 00:00:00,T,AA,0,3,0
05269,,M72129,한전기술,2026-06-12 00:00:00,T,AA,0,2,0,,,,2025-01-16 00:00:00,,,0,0,0
19894,,C24200,한주라이트메탈,2026-07-01 00:00:00,T,B+,0,2,0,,,,,,,0,0,0
00232,,H49309,한진,2026-07-09 00:00:00,T,BBB+,3,0,0,,,,,,,0,0,0
18064,,H51100,한진칼,2026-05-28 00:00:00,T,A-,3,0,0,,,,,,,0,0,0
00088,,C20494,한화,2026-06-30 00:00:00,T,A+,0,3,0,2026-06-30 00:00:00,T,A2+,2026-06-18 00:00:00,T,A+,0,1,0
48979,,K64992,한화비전,2026-06-25 00:00:00,T,A+,0,2,0,2026-06-25 00:00:00,T,A2+,2026-06-26 00:00:00,T,A+,0,1,0
08835,,K65110,한화생명,,,,0,0,0,,,,2026-06-24 00:00:00,T,AAA,0,1,0
00000,,K66202,한화생명금융서비스,,,,0,0,0,2026-06-22 00:00:00,T,A2+,2026-06-22 00:00:00,T,A+,0,3,0
00983,,C20111,한화솔루션,2026-06-25 00:00:00,T,AA-,0,0,2,2026-06-25 00:00:00,T,A1,,,,0,0,0
27221,,C26299,한화시스템,2026-06-24 00:00:00,T,AA,0,3,0,2026-06-23 00:00:00,T,A1,2026-06-25 00:00:00,T,AA,0,1,0
15572,,D35110,한화에너지,2026-06-30 00:00:00,T,A+,0,3,0,2026-06-24 00:00:00,T,A2+,2026-05-22 00:00:00,,,0,0,0
08274,,C29111,한화엔진,,,,0,0,0,,,,2026-05-22 00:00:00,T,BBB,2,0,0
04266,,C31110,한화오션,2026-06-08 00:00:00,T,A-,2,0,0,2026-06-09 00:00:00,T,A2-,2025-01-16 00:00:00,,,0,0,0
00000,,K64132,한화저축은행,,,,0,0,0,,,,2026-05-04 00:00:00,T,A-,0,0,1
07695,,C20111,한화토탈에너지스,2026-06-25 00:00:00,T,AA-,0,0,2,2026-06-25 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
00353,,K66121,한화투자증권,2026-07-14 00:00:00,T,AA-,0,2,0,2026-06-22 00:00:00,T,A1,2026-06-22 00:00:00,T,AA-,0,1,0
03461,,I55103,한화호텔앤드리조트,2026-03-27 00:00:00,T,A-,0,2,0,2026-03-27 00:00:00,T,A2-,2025-01-16 00:00:00,,,0,0,0
00000,,J58221,해줌,,,,0,0,0,,,,2026-04-27 00:00:00,T,B-,0,0,1
10153,,C10700,해태제과식품,2026-05-15 00:00:00,T,A,0,3,0,,,,,,,0,0,0
14321,,C30300,핸즈코퍼레이션,2026-03-26 00:00:00,T,B-,0,0,2,,,,,,,0,0,0
00072,,F41221,현대건설,2026-06-25 00:00:00,T,AA-,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
08628,,H52990,현대글로비스,2026-05-14 00:00:00,T,AA+,0,3,0,,,,2026-04-15 00:00:00,,,0,0,0
06435,,C31201,현대로템,2026-04-17 00:00:00,T,AA-,0,3,0,2026-04-20 00:00:00,T,A1,,,,0,0,0
01233,,C30300,현대모비스,2026-06-26 00:00:00,T,AA+,0,2,0,,,,,,,0,0,0
06996,,G47111,현대백화점,2026-04-24 00:00:00,T,AA+,0,3,0,2026-06-29 00:00:00,T,A1,,,,0,0,0
00456,,C24122,현대비앤지스틸,2026-06-29 00:00:00,T,A,0,2,0,,,,,,,0,0,0
22241,,F42000,현대스틸산업,,,,0,0,0,,,,2026-06-22 00:00:00,T,A,0,2,0
36548,,F42000,현대알루미늄,2025-07-03 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
06454,,M72121,현대엔지니어링,,,,0,0,0,,,,2026-04-29 00:00:00,T,AA-,0,1,0
01780,,C29162,현대엘리베이터,2026-06-30 00:00:00,F,A,0,1,1,,,,,,,0,0,0
01121,,C30300,현대위아,2026-06-26 00:00:00,T,AA-,0,3,0,,,,2025-06-20 00:00:00,T,AA-,0,1,0
00538,,C30121,현대자동차,2026-06-19 00:00:00,T,AAA,0,3,0,,,,,,,0,0,0
00402,,C24110,현대제철,2026-06-22 00:00:00,T,AA,0,3,0,2024-08-30 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
14480,,C24123,현대종합특수강,2026-06-18 00:00:00,T,A-,0,2,0,,,,,,,0,0,0
00544,,K64992,현대지에프홀딩스,2026-06-29 00:00:00,T,AA+,0,2,0,2026-06-29 00:00:00,T,A1,,,,0,0,0
00150,,K66121,현대차증권,2026-07-09 00:00:00,T,AA-,0,3,0,2026-06-26 00:00:00,T,A1,2026-06-25 00:00:00,T,AA-,0,3,0
06590,,K64913,현대카드,2026-06-30 00:00:00,T,AA+,0,3,0,2026-06-01 00:00:00,T,A1,2026-04-23 00:00:00,T,AA+,0,1,0
02988,,K64913,현대캐피탈,2026-07-01 00:00:00,T,AA+,0,3,0,2026-06-29 00:00:00,T,A1,,,,0,0,0
09592,,K64913,현대커머셜,2026-07-01 00:00:00,T,AA-,0,3,0,2026-06-01 00:00:00,T,A1,2026-04-01 00:00:00,T,AA-,0,1,0
33159,,C19210,현대케미칼,2026-07-01 00:00:00,T,A,0,0,3,2026-06-30 00:00:00,T,A2,,,,0,0,0
16072,,C30000,현대케피코,2026-06-11 00:00:00,T,A+,0,2,0,,,,,,,0,0,0
01176,,G46800,현대코퍼레이션,2026-07-01 00:00:00,F,A,1,2,0,,,,2026-06-29 00:00:00,T,A+,0,1,0
22784,,G46300,현대코퍼레이션홀딩스,2026-07-01 00:00:00,F,A-,1,1,0,,,,2026-04-14 00:00:00,,,0,0,0
03909,,C30000,현대트랜시스,2026-06-30 00:00:00,T,AA-,0,3,0,,,,2026-06-19 00:00:00,T,AA-,0,1,0
09324,,C14112,형지엘리트,2025-12-22 00:00:00,T,B+,0,0,1,,,,,,,0,0,0
44132,,L68112,호림테크,2025-07-10 00:00:00,T,B-,0,1,0,,,,,,,0,0,0
02478,,F41112,호반건설,,,,0,0,0,2026-06-29 00:00:00,T,A2,2026-06-29 00:00:00,T,A,0,2,0
00000,,F41112,호반산업,,,,0,0,0,2026-06-29 00:00:00,T,A2-,2026-06-29 00:00:00,T,A-,0,2,0
10118,,I55101,호텔롯데,2026-06-22 00:00:00,T,AA-,0,3,0,2026-06-22 00:00:00,T,A1,2026-06-18 00:00:00,T,AA-,0,1,0
00877,,G47859,호텔신라,2026-06-30 00:00:00,T,AA-,0,2,1,,,,2025-01-16 00:00:00,,,0,0,0
37885,,C30399,화승알앤에이,2025-06-19 00:00:00,T,BBB-,0,1,0,,,,,,,0,0,0
01352,,C30300,화승코퍼레이션,2026-06-25 00:00:00,T,BBB-,1,0,0,,,,,,,0,0,0
01069,,C30391,화신,2026-04-08 00:00:00,T,BBB+,0,1,0,,,,,,,0,0,0
00000,,L68120,화이트코리아,,,,0,0,0,,,,2026-06-29 00:00:00,T,BB-,0,0,1
29804,,C28100,효성중공업,2026-04-07 00:00:00,T,A+,0,1,0,2026-04-06 00:00:00,T,A2+,2026-04-15 00:00:00,T,A+,0,3,0
29802,,C20500,효성티앤씨,2026-07-01 00:00:00,T,A+,0,2,0,2026-07-02 00:00:00,T,A2+,2025-01-16 00:00:00,,,0,0,0
29800,,C20100,효성화학,2026-04-21 00:00:00,T,BBB,0,0,1,2026-06-17 00:00:00,T,A3,,,,0,0,0
07998,,C20501,휴비스,2026-05-11 00:00:00,T,BBB+,0,2,0,,,,2026-05-22 00:00:00,,,0,0,0
00132,,C22111,흥아,2026-06-24 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
00694,,F41221,흥화,,,,0,0,0,2026-06-19 00:00:00,T,A3,2026-06-22 00:00:00,T,BBB,0,0,1
